HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
110487,335.70950785,36.65904665,6.45,4.35,52.81,7.30,-9.42
110497,335.75078252,57.28461231,6.18,17.21,5.23,3.22,-13.50
110498,335.75217544,62.41935732,6.04,19.50,12.50,4.39,-16.00
110504,335.77923470,55.96322996,6.44,-2.82,-2.72,0.81,-56.00
110506,335.78327857,-45.92848794,5.62,233.72,-57.98,25.00,3.00
110520,335.85268123,-46.66858935,6.93,-13.31,14.21,5.54,
110522,335.86504973,0.60861579,6.94,-15.60,-6.10,9.96,
110529,335.87853554,-24.76266115,5.53,97.70,-2.64,12.45,-10.50
110532,335.88396380,-7.19442118,5.92,-4.30,8.00,6.99,-14.20
110538,335.89009791,52.22904653,4.42,-13.20,-185.90,19.19,-11.08
110548,335.91485311,20.84822961,6.20,335.30,-17.10,29.67,-23.70
110550,335.92371783,78.24331666,6.77,4.82,9.03,2.92,-17.90
110566,335.97604980,38.57361186,6.18,255.34,123.86,18.91,7.20
110569,335.98496804,31.26175255,6.96,5.45,0.53,2.54,-3.82
110573,336.00205368,15.28147421,6.79,16.20,-12.46,7.04,5.00
110578,336.02868366,-4.83701991,5.79,26.50,-11.40,8.04,6.00
110590,336.06794013,-21.59712888,7.00,26.01,10.31,2.93,
110600,336.10391306,16.26294824,6.94,0.30,-24.21,3.98,-37.10
110602,336.11275166,-13.52936898,5.76,50.35,14.20,7.12,-21.10
110609,336.12912965,49.47639255,4.55,-5.57,-2.73,1.45,-26.00
110618,336.15368188,-72.25541209,5.28,1306.60,-672.60,34.84,32.40
110619,336.14945073,-1.18667508,6.74,114.97,37.26,4.82,-32.00
110624,336.15668505,-39.12706361,6.85,110.41,-8.23,7.92,0.20
110629,336.16342869,-41.44034102,6.64,145.40,-32.70,21.83,-23.80
110649,336.23496035,-57.79741534,5.31,150.60,-344.90,48.63,7.70
110661,336.26405927,51.25587854,6.52,50.49,24.89,3.29,-33.86
110668,336.29418278,-70.43162205,5.78,121.91,-62.69,20.22,3.50
110672,336.31926326,1.37740059,4.80,17.76,2.39,4.17,-4.90
110696,336.41958070,18.44431582,6.26,28.64,27.79,5.15,23.36
110706,336.44547314,63.32832462,6.86,24.39,-0.44,3.23,12.84
110707,336.45018866,-20.23700537,6.73,-10.10,19.80,1.66,
110712,336.46315746,-75.01568892,6.12,60.30,11.60,43.39,15.00
110724,336.50105290,80.70159500,6.68,24.79,13.96,7.16,-38.69
110725,336.50340751,70.77089840,5.47,20.07,5.03,6.51,-16.60
110746,336.54459888,-23.68244725,6.29,12.43,-1.20,8.29,-15.00
110753,336.56017397,-2.78897954,6.94,-30.09,-81.78,21.51,22.20
110778,336.64281397,-16.74213796,5.55,251.10,-20.60,49.50,2.28
110780,336.64456798,-7.37754607,6.85,71.10,-30.70,12.66,
110785,336.65577291,4.39376620,5.76,291.50,50.70,26.21,-13.50
110786,336.67361429,-11.22819894,6.98,34.99,-12.03,12.85,
110787,336.67668342,78.78585295,5.83,-13.50,-37.01,15.83,-6.00
110790,336.68982453,37.44370612,6.46,-1.30,-10.60,2.18,-9.00
110807,336.74657043,56.43356283,6.59,16.53,5.16,3.45,-7.00
110817,336.77212619,65.13226983,5.52,0.13,-2.63,0.61,-12.70
110821,336.77807799,-1.30915067,6.77,56.01,-4.49,9.32,-13.40
110828,336.79534098,61.91220888,6.61,-18.93,-76.79,6.00,-11.56
110838,336.83319902,-64.96635445,4.51,68.90,7.90,13.00,4.10
110842,336.83830666,-58.00062424,6.87,-15.70,2.40,6.91,
110849,336.86041179,39.81002573,6.16,-0.10,-4.80,1.52,-16.80
110873,336.94273000,31.84004456,6.00,50.55,27.96,3.76,-2.09
110882,336.96467618,4.69566364,4.78,78.00,-307.80,21.99,54.16
110896,337.01463239,44.12057664,6.56,4.51,12.25,3.13,-2.89
110907,337.04635466,27.01880571,6.48,-35.33,-33.74,6.14,-42.70
110913,337.05799486,24.79260843,6.78,8.08,2.18,3.78,-42.70
110919,337.08120618,64.08515527,6.30,10.14,-31.10,8.88,-27.65
110935,337.15696604,-67.48905907,5.56,150.65,-70.91,23.19,-18.20
110936,337.16337454,-39.13179163,5.47,36.40,-160.10,11.44,10.60
110960,337.20796732,-0.01997197,3.65,182.92,50.36,35.50,25.30
110965,337.23218591,-60.05402381,6.88,-16.10,-4.17,5.67,
110986,337.28326255,9.12903410,5.60,51.51,-20.29,5.47,-30.21
110988,337.28853555,58.40410007,6.31,16.35,4.27,3.69,-21.60
110991,337.29277618,58.41519853,4.07,15.20,4.70,3.77,-24.00
110992,337.29261484,26.76319850,5.79,26.41,-4.12,2.60,-45.04
110997,337.31739450,-43.49556461,3.97,25.71,-3.31,10.54,4.90
111006,337.34308804,54.24591655,6.78,1.40,-0.13,0.53,-10.10
111022,337.38259256,47.70688669,4.34,-2.50,-2.80,1.98,-12.93
111041,337.43348521,35.72563101,6.56,-14.35,-38.88,8.55,-2.00
111043,337.43930587,-43.74922369,4.12,-11.90,4.10,9.88,2.70
111045,337.44174625,-27.10728417,5.95,116.00,-11.80,25.08,3.20
111049,337.46216673,-78.21319066,6.80,2.07,-13.19,4.22,
111056,337.47074424,78.82428466,5.45,3.70,-21.36,13.31,2.80
111058,337.47282600,52.41660802,6.51,12.00,20.80,8.06,30.90
111062,337.49140602,4.43169004,5.51,-30.70,-145.90,19.28,2.40
111066,337.50618103,-12.91511650,6.41,160.02,-0.29,12.55,-10.70
111068,337.50755880,32.57263835,5.64,31.10,-13.50,9.05,-17.30
111072,337.52709917,49.35641201,6.41,-25.48,-29.65,8.99,5.38
111075,337.53493738,31.21579112,6.59,-15.50,-12.72,4.82,
111085,337.56560571,-42.29106953,6.94,31.26,-1.27,5.62,
111086,337.57229435,-14.58573452,6.36,33.37,-35.49,5.17,-27.60
111088,337.57793268,57.22544563,6.62,-3.54,-1.81,-0.51,-64.20
111104,337.62191650,43.12337585,4.52,-1.98,-5.36,1.90,-8.70
111112,337.63599151,61.62377045,6.98,7.76,0.53,1.38,-18.70
111123,337.66173361,-10.67795002,4.82,0.60,-30.70,11.26,11.70
111127,337.67879616,-44.09367349,6.95,7.59,17.14,7.35,
111138,337.72405224,-26.07375241,6.43,40.75,-75.08,7.55,
111143,337.75152992,-49.43327021,6.81,-134.10,-193.00,24.61,-0.50
111169,337.82292092,50.28249144,3.76,137.51,17.01,31.79,-4.50
111170,337.82630090,-6.55515137,6.15,161.36,-108.56,39.35,-9.72
111171,337.82674772,-2.91127595,6.15,-9.28,-36.69,8.34,10.30
111188,337.87637809,-32.34607343,4.29,60.70,-20.70,22.84,5.50
111191,337.89312961,29.54275828,6.33,-29.49,-33.58,8.35,1.00
111196,337.90631532,-85.96725319,5.76,-37.36,61.43,10.06,19.00
111200,337.92216838,-10.90556123,6.39,71.30,-40.00,13.97,4.00
111206,337.93854009,-35.29044820,6.60,47.12,-2.63,7.52,
111237,338.04789136,-43.26306558,6.91,-13.31,7.41,5.54,
111242,338.06760858,76.22644130,5.70,-19.60,-11.39,4.15,-16.30
111247,338.07798865,54.03703240,6.41,29.38,14.22,4.71,-11.70
111259,338.10990871,39.77973355,5.88,3.83,-9.80,4.77,11.10
111274,338.14191439,-6.46717585,6.94,293.03,30.23,27.47,-21.52
111278,338.14783853,20.23001898,6.43,166.43,30.07,19.90,-18.90
111282,338.16432867,13.04453558,6.56,122.15,17.79,11.72,15.30
111296,338.19545129,15.86326352,6.35,20.20,17.49,5.46,-27.67
111302,338.21401324,74.07333952,6.96,-0.11,-5.73,2.65,
111310,338.25026381,-61.98212195,4.91,40.11,-20.20,11.24,-3.40
111314,338.26214376,69.91354534,6.01,117.00,65.80,12.87,5.00
111322,338.29678736,-60.43293354,7.00,8.37,35.07,5.26,
111325,338.32012170,70.37371392,6.26,40.70,13.94,7.95,-14.00
111355,338.39423612,40.81902363,6.54,12.00,3.80,3.90,10.14
111362,338.41937473,56.62473707,5.72,78.53,41.83,9.47,-8.10
111379,338.47145287,61.77812836,6.55,21.55,14.58,5.78,
111382,338.47796532,-44.69041114,6.78,17.68,-34.23,6.43,12.80
111394,338.51213358,-1.57426985,5.88,41.10,-36.60,9.38,-8.00
111397,338.52177498,-32.14212502,6.68,5.00,-11.70,3.17,
111398,338.52755761,-9.60849405,6.54,-18.41,-7.17,3.24,4.60
111425,338.61274465,-34.67526800,6.84,-21.23,-4.77,7.28,
111441,338.64974858,0.59517751,6.72,-24.52,-75.80,4.22,-87.30
111443,338.65225572,26.59820987,6.88,-8.78,-0.11,2.88,16.58
111449,338.67348716,-20.70821576,5.21,221.40,-145.50,44.09,-3.70
111487,338.81525394,45.15340415,6.99,-5.23,-7.34,3.07,-12.74
111497,338.83908579,-0.11749758,4.04,89.74,-55.81,19.43,-5.50
111504,338.86051990,-78.77158500,6.15,54.18,-7.49,3.44,-12.80
111512,338.88792950,-51.60396279,6.77,-21.02,-4.34,4.02,
111515,338.90156579,-23.99109409,5.97,24.70,-6.76,10.76,-3.00
111532,338.94223205,73.64318817,5.08,173.40,24.42,18.22,0.10
111539,338.95334889,-17.46042383,6.39,-30.30,-45.27,6.70,-8.10
111541,338.95706105,20.27432564,6.61,12.70,-105.50,10.39,-33.30
111543,338.96664084,56.07057427,6.37,13.94,-0.57,8.95,-2.20
111544,338.96704797,39.62814656,6.60,-6.70,-1.70,-32.75,-11.70
111546,338.96785542,39.63433069,5.73,-2.20,-2.70,1.51,-11.00
111548,338.97054817,-57.88375251,6.22,87.34,-9.86,14.92,5.10
111550,338.97242674,50.07078789,6.29,6.33,-0.49,1.92,-16.40
111563,339.02682091,-16.38798794,6.84,5.20,-17.85,-0.37,5.90
111567,339.03292412,35.57750362,6.11,5.20,-56.40,6.99,-20.23
111587,339.09127838,-72.71294735,6.72,105.13,-32.11,6.33,
111589,339.09302396,37.84222726,6.84,-0.05,-6.68,1.29,-19.50
111594,339.12211550,-40.58268877,6.28,46.08,-72.45,14.64,6.90
111600,339.14767144,-31.66378886,5.82,-41.71,-39.41,9.12,13.00
111601,339.15137569,11.69663632,6.42,-14.50,6.17,7.99,-8.20
111610,339.16241715,-48.30604930,6.65,23.87,-1.35,4.09,
111616,339.17763593,-43.47097308,6.75,269.05,-5.86,18.38,-48.00
111627,339.20284187,35.65241861,6.28,-6.29,-2.02,3.85,10.00
111643,339.24522754,-40.59103440,5.85,46.90,-67.10,15.19,15.00
111649,339.27020135,12.57681558,6.30,-12.39,-31.90,3.20,-15.95
111660,339.30402597,75.37181088,5.80,44.18,7.20,4.67,-8.22
111664,339.31237301,42.81034414,6.87,25.22,0.56,4.55,-7.87
111674,339.34340696,51.54512282,4.64,-51.83,-103.82,19.00,10.10
111701,339.41235478,63.76933578,6.66,61.76,5.50,9.05,-18.58
111710,339.43908758,-4.22805572,5.04,-69.70,-120.50,15.25,7.80
111718,339.44889531,-39.85711420,6.54,-15.79,1.74,11.17,-13.90
111753,339.57250672,45.18293527,6.38,-1.40,-5.50,5.89,7.80
111761,339.59226465,-7.89756288,6.23,72.80,-0.20,8.38,-18.34
111795,339.65801295,56.79563166,5.11,54.30,-33.60,7.23,6.77
111797,339.66272116,63.58447203,5.19,-1.94,-19.73,11.36,10.40
111801,339.68612956,-28.74821394,6.46,-45.64,-11.56,7.84,2.70
111805,339.69779684,44.31389922,6.82,239.20,57.40,26.18,-24.70
111807,339.70854831,4.53019908,6.82,32.70,-6.13,9.92,
111809,339.71444358,-33.08134754,5.66,4.18,14.33,7.70,8.00
111810,339.71912555,19.52226280,5.84,-46.70,-95.00,8.74,-16.32
111815,339.73164320,-38.47734388,6.58,-22.09,-17.58,3.43,
111819,339.73553665,-39.15492552,6.95,1.33,-5.61,2.26,
111828,339.76909660,37.37541824,6.83,0.70,-4.50,-0.18,-11.90
111833,339.78500520,-52.69197149,6.67,-3.16,-7.44,7.37,11.40
111841,339.81532792,39.05026916,4.89,-0.32,-5.46,1.89,-10.10
111843,339.81678584,-10.02779936,6.93,-47.28,-6.52,14.56,10.70
111852,339.85378272,81.39207789,6.82,22.40,11.80,3.85,10.70
111862,339.87719482,-68.06040124,6.90,96.36,-25.79,5.14,
111864,339.88048776,37.35361783,6.65,-20.09,-11.75,6.97,36.50
111866,339.88750003,38.74845851,6.96,-13.83,-10.73,11.71,0.00
111868,339.89258428,51.15564030,6.79,179.87,50.45,11.28,-3.00
111869,339.89305256,37.59281679,6.03,10.20,0.10,3.27,-6.40
111879,339.93409858,-28.32566059,6.30,95.70,-41.80,8.89,-22.00
111884,339.94588160,19.68112502,6.33,-2.57,-8.77,4.86,-12.70
111898,339.99848001,-83.25173112,6.68,57.00,-21.80,9.49,10.80
111907,340.02398565,40.67014468,6.78,-3.18,-22.13,1.90,-36.84
111910,340.03325155,-9.35923846,6.89,172.12,47.02,18.73,-36.46
111925,340.07669670,53.84592759,5.94,6.17,-18.37,8.90,-6.40
111934,340.09294428,-30.65887086,5.88,-108.91,-210.23,4.70,80.90
111938,340.11340943,4.57501823,6.81,105.71,-124.55,8.43,-58.49
111944,340.12857952,44.27630499,4.50,93.83,10.72,9.80,-10.91
111954,340.16391659,-27.04361694,4.18,26.60,-1.40,6.70,1.10
111965,340.19980793,-3.55423908,6.32,-2.80,-48.10,28.93,12.90
111967,340.20382572,-57.42232207,5.98,56.27,-6.24,3.83,-32.00
111974,340.21950989,14.54916061,5.72,273.80,137.10,29.59,-11.90
111988,340.26149384,51.75848141,6.77,-0.31,-1.02,1.05,-16.14
111990,340.26603292,36.26350390,6.64,-13.57,-18.53,3.39,-19.18
112021,340.35685984,-12.22993629,6.78,12.61,-11.82,3.62,
112029,340.36550330,10.83136442,3.41,77.22,-11.38,15.96,6.10
112031,340.36937888,40.22544880,5.25,-1.60,-5.28,2.43,-12.50
112032,340.38045085,30.96586152,6.36,49.13,0.86,3.34,-34.63
112041,340.40021569,41.54912344,5.93,140.62,59.76,10.90,-14.29
112051,340.43920158,29.30764069,4.80,-5.10,-24.50,10.92,8.50
112067,340.48939852,14.51639289,5.92,94.67,-21.17,11.77,-28.87
112078,340.52510876,-5.10196839,6.28,69.92,-50.45,4.74,
112098,340.58670365,53.90874803,6.14,-3.41,-8.61,2.60,8.47
112102,340.59202947,-29.36104588,6.12,16.52,-20.02,4.73,-8.80
112117,340.65367718,-47.21081334,5.99,3.10,-326.90,42.31,16.90
112122,340.66687781,-46.88457690,2.07,135.01,-4.55,18.43,-0.30
112127,340.67950596,-44.24803605,6.06,33.71,35.46,9.21,5.50
112131,340.70496583,0.23183699,6.97,24.64,-2.56,6.32,-16.50
112138,340.72083309,4.96879048,6.78,26.55,10.27,1.94,-1.50
112144,340.73102807,37.80273460,6.43,-0.70,-5.54,3.11,-17.80
112153,340.74203630,1.21734363,6.93,-16.00,-22.50,6.90,-3.80
112158,340.75057261,30.22124520,2.93,15.30,-26.20,15.22,4.17
112168,340.76422684,-8.31144067,6.45,26.90,-7.80,6.82,5.00
112169,340.76824747,65.33625393,6.76,7.00,-1.55,3.17,-23.00
112170,340.76799633,47.16875483,6.39,-0.60,-1.60,1.29,-13.50
112179,340.80942891,-6.96293696,6.40,25.88,-10.34,8.76,2.00
112183,340.81456233,56.40833289,6.91,96.37,39.52,13.92,
112197,340.85704156,62.67139507,6.74,45.77,6.32,6.47,
112203,340.87490273,-41.41434678,4.84,10.12,-93.79,14.16,29.90
112211,340.89680500,-18.83037526,4.68,-31.73,-28.51,7.53,21.70
112221,340.92329607,47.41178181,6.78,3.60,-2.20,0.80,-13.60
112222,340.92789607,10.93937014,6.51,10.30,-160.00,23.57,-3.70
112241,341.02174163,39.46534838,5.93,-2.10,-45.90,4.71,-25.01
112242,341.02282912,41.81923470,5.11,-8.60,2.30,12.71,12.73
112259,341.06866187,-60.49961811,6.29,0.70,20.60,6.85,-6.10
112281,341.14128458,-63.95390825,6.93,-16.84,-6.22,10.45,
112286,341.15529140,-62.54836721,6.78,33.80,-25.38,5.56,
112300,341.20466216,52.51720824,6.43,-6.03,7.31,3.43,5.46
112305,341.22075100,39.20102699,6.47,16.57,-20.31,4.20,-1.79
112324,341.26512922,58.14704973,6.45,-62.33,-136.71,28.22,-10.30
112351,341.35200762,44.75243007,7.00,11.83,-8.09,3.64,-22.00
112355,341.37592059,-88.81829417,6.55,22.69,-35.76,9.73,14.90
112358,341.36740254,19.36656127,6.27,-26.24,56.78,8.82,-21.80
112362,341.38505517,-25.23692706,6.52,85.03,6.85,11.49,
112368,341.39361945,30.44255721,6.37,-252.90,-348.60,16.67,-1.59
112369,341.40034324,52.89031025,6.99,10.83,-14.65,4.61,-2.62
112374,341.40784202,-53.50012101,4.84,30.58,17.36,7.86,27.80
112381,341.41992749,-46.54732760,5.52,-29.83,-11.92,4.14,42.30
112405,341.51461617,-81.38161517,4.13,-59.10,-0.40,21.85,19.00
112408,341.51964966,-55.06359966,6.62,-18.83,-4.01,6.51,
112414,341.53347444,-48.97882254,6.63,209.02,-48.22,26.30,-18.70
112417,341.54259215,44.54605449,5.84,142.90,31.85,17.57,-10.20
112420,341.55925359,-11.16630648,6.67,-11.26,-31.04,2.89,
112428,341.58776560,46.21508242,6.55,9.85,-20.22,2.55,4.72
112432,341.61788951,-49.68578992,6.49,86.55,-275.52,4.25,2.10
112433,341.61927573,7.58293197,6.91,61.06,-0.82,9.15,
112434,341.62329956,54.87209122,6.85,4.87,-1.43,4.00,
112440,341.63282775,23.56565397,3.97,55.75,-10.15,8.93,-4.15
112447,341.67325244,12.17288788,4.20,233.60,-492.20,61.36,-5.37
112449,341.68199913,-46.93944582,6.56,50.90,12.40,12.76,-1.00
112472,341.72670127,-33.18247517,6.81,48.97,3.06,5.30,
112492,341.78798334,-41.69184637,6.84,25.92,6.59,4.16,-8.90
112500,341.82868023,53.38180600,6.85,-14.00,-16.40,6.23,
112501,341.82984054,-34.16172167,6.28,-63.33,26.32,9.13,40.80
112505,341.84031938,14.12312019,6.95,-11.26,-27.69,5.33,-3.35
112508,341.84682788,58.48303104,6.33,7.80,7.13,3.24,0.30
112512,341.85489571,-17.55075619,6.80,106.78,-1.11,22.17,-0.40
112519,341.87109651,83.15383033,4.77,23.20,47.50,10.41,-31.87
112525,341.88460997,-69.47450272,6.86,-22.70,21.80,8.47,16.90
112529,341.88801764,-19.61337502,5.24,-103.08,-206.19,12.84,24.54
112533,341.89859357,-65.56025217,6.49,-29.50,-7.20,4.42,
112542,341.92820178,-14.05642835,5.68,30.64,-9.33,10.27,15.00
112554,341.94645326,-38.22210305,6.72,-62.27,-77.34,14.71,27.30
112559,341.95908754,-4.22903281,6.67,-200.20,-313.40,31.22,-16.70
112562,341.97058948,65.06216572,6.87,-0.60,-2.00,0.98,-23.20
112567,341.98417501,-25.91202804,6.31,106.78,-115.26,7.45,-26.60
112585,342.03349835,49.58270548,6.81,33.29,-5.25,4.17,-58.69
112590,342.04598204,37.41668797,5.82,-42.81,-63.58,9.68,-25.10
112603,342.08910406,-61.68436401,6.36,73.67,-4.22,7.51,-17.80
112612,342.11741623,-27.56435735,6.83,-12.37,-111.47,7.46,
112615,342.12587374,-10.55547823,6.19,31.82,9.02,8.96,-5.80
112623,342.13874318,-51.31686379,3.49,108.00,-70.80,25.30,-0.40
112635,342.18440608,62.93841060,6.07,13.84,-48.78,5.55,-26.91
112641,342.19957185,54.41489198,6.14,11.81,-1.74,4.37,-19.40
112655,342.23032405,-63.71840382,6.51,2.03,4.60,3.60,
112670,342.25361510,68.57022771,6.19,114.10,61.20,15.70,-0.60
112693,342.32152122,-23.09254715,6.93,-10.88,-2.91,4.11,
112694,342.32279515,-70.34798192,6.35,12.46,32.45,9.48,7.70
112697,342.32319438,50.97670692,6.75,-19.49,-144.68,15.93,-42.70
112714,342.38392007,10.47861582,6.55,65.49,-36.23,15.49,-8.00
112716,342.39792615,-13.59263187,4.05,-13.30,-38.00,10.27,1.10
112717,342.40090557,66.55386647,7.00,6.00,-10.50,3.82,
112721,342.41638361,80.36772634,7.00,15.33,3.26,5.22,-14.59
112724,342.42006922,66.20040770,3.50,-65.89,-125.16,28.29,-12.59
112725,342.42132957,-77.05105440,6.73,84.15,-3.88,10.33,-9.40
112731,342.44298077,55.90277673,5.43,82.93,38.23,8.21,-33.24
112746,342.49675647,-32.80545715,6.34,-33.20,-26.70,14.52,24.00
112748,342.50080334,24.60157928,3.51,146.20,-44.20,30.74,13.54
112761,342.54205935,50.67691716,6.23,3.39,-0.22,2.42,-11.80
112778,342.59072879,41.95339370,5.91,8.10,-5.20,2.87,-15.80
112781,342.59506056,-80.12384547,5.32,19.99,-12.18,6.62,22.10
112803,342.66307141,19.14119562,6.52,57.15,-8.32,6.46,-35.84
112832,342.75899760,-39.15683359,5.43,17.82,-7.79,4.22,27.30
112833,342.76263737,85.37373901,5.89,13.76,114.36,7.50,-30.00
112850,342.80549189,48.73324107,6.88,3.48,-1.33,2.22,-16.00
112862,342.83724717,-29.53630903,5.99,-8.10,-14.12,10.11,4.10
112864,342.84428260,61.69674047,5.61,101.30,40.60,13.75,-0.80
112871,342.86107313,26.39101821,6.94,-4.20,8.60,7.54,-4.50
112876,342.87278648,62.97218136,6.65,12.25,-48.46,12.89,-34.70
112895,342.93729792,-59.88135857,6.47,-42.35,-3.70,6.96,0.10
112917,343.00847896,43.31241729,4.95,109.70,23.50,10.03,-19.21
112924,343.04172418,-63.18866712,6.14,25.56,-41.11,7.97,-3.70
112932,343.08618190,10.41435701,6.86,54.53,-29.30,16.86,26.00
112935,343.10031448,9.83566452,5.16,521.60,44.70,36.66,11.50
112948,343.13139485,-32.87550403,4.46,-35.50,-43.80,15.14,16.50
112950,343.13697266,3.55223118,6.64,12.06,-2.65,5.79,
112958,343.14853961,-19.03796326,6.99,-95.99,-32.42,14.59,25.50
112961,343.15364976,-7.57959928,3.73,17.02,33.03,8.47,-10.46
112970,343.17616870,67.99016562,6.98,81.00,57.90,16.95,0.50
112974,343.19380509,-10.05886787,6.74,250.00,6.20,25.54,-16.50
112981,343.20566044,46.54841049,6.82,11.20,-8.02,4.09,-15.20
112986,343.21770379,50.41228499,6.46,15.86,-1.31,3.79,-11.40
112987,343.22601403,38.61601198,6.93,10.70,-13.30,1.28,-20.29
112997,343.25944136,16.84119400,5.86,-20.78,-27.65,11.17,-14.43
112998,343.26576937,60.10102871,6.01,12.26,3.01,2.57,-7.41
113009,343.29740462,40.16736150,6.33,8.79,-9.05,3.28,1.60
113018,343.31461895,-45.14771677,6.85,63.22,-9.59,6.23,
113028,343.36480650,-5.98804339,6.94,-66.96,-48.77,10.89,
113031,343.36960354,-11.61651418,5.80,22.00,2.00,3.95,-7.10
113044,343.40804766,-48.59828565,6.03,217.21,-81.68,30.66,-1.10
113048,343.41731794,44.74916327,5.79,-2.90,-16.60,17.57,4.50
113064,343.46732127,1.84314571,6.81,14.60,-15.53,2.07,1.31
113080,343.52353765,-19.17514904,6.37,81.44,-4.18,7.64,
113084,343.52910470,40.37690660,5.82,97.30,28.40,10.73,-7.81
113085,343.52968001,-12.19042160,6.86,49.89,-46.70,3.01,4.80
113102,343.57150619,56.33299827,6.85,-11.74,-6.72,4.94,
113105,343.57536323,17.79499570,6.60,9.26,-25.29,6.90,-58.68
113116,343.60403032,84.34617662,4.70,98.40,23.88,9.17,3.00
113127,343.64217325,-7.20462576,6.20,-15.99,-35.55,4.85,9.00
113131,343.64844668,16.94183368,6.39,14.74,-8.45,2.39,10.60
113136,343.66255214,-15.82082024,3.27,-42.60,-27.89,20.31,17.40
113137,343.66451350,-70.07370875,6.04,-43.90,73.01,37.39,-4.00
113148,343.68945382,-16.27195737,5.53,-220.78,-87.70,24.28,-36.30
113159,343.72825382,-22.36895114,6.76,59.12,-203.29,23.18,9.70
113167,343.74785823,1.06490449,6.11,18.31,4.50,9.24,12.80
113174,343.76103611,37.07682727,5.91,87.79,9.32,25.63,-28.70
113184,343.79567219,-4.98789888,5.72,28.50,-8.70,11.99,-8.40
113186,343.80696948,8.81616592,4.91,78.60,24.00,10.45,-10.60
113189,343.81209991,-36.38857905,6.40,45.44,1.06,5.56,-25.70
113190,343.81664586,-48.49175079,6.67,-226.50,55.50,22.45,0.70
113204,343.87748139,-20.13940360,6.36,40.00,-16.40,4.70,
113222,343.93544836,36.35138990,5.73,19.44,-1.66,5.23,0.00
113227,343.94592821,44.30823785,6.81,-0.40,-8.20,4.80,19.50
113234,343.96472076,-31.63323133,6.09,-15.80,-12.80,2.47,19.00
113240,343.97657285,-41.09675501,6.72,76.08,23.23,7.93,
113246,343.98708130,-32.53962827,4.20,14.30,30.10,21.16,-11.60
113249,343.99325074,62.43227491,6.53,23.53,-0.53,3.53,-21.00
113281,344.09845920,41.60387594,5.60,-1.70,-4.30,2.56,-12.45
113283,344.10022048,-31.56556726,6.48,331.57,-158.75,131.42,7.02
113288,344.10832803,49.73354396,4.99,-0.48,-3.41,2.04,-9.50
113307,344.19916346,-47.96922144,5.72,-25.08,2.08,13.40,6.30
113311,344.21445256,11.84833675,6.53,54.60,-6.60,10.12,7.50
113327,344.26875958,48.68406797,5.34,9.44,-4.89,3.97,-14.90
113331,344.27857391,-3.24521559,6.60,28.30,16.40,11.66,12.40
113345,344.32164841,-4.81009477,6.31,-19.04,-1.68,8.40,-8.70
113354,344.35712799,43.01281926,6.64,32.20,8.20,5.44,-41.62
113357,344.36658526,20.76883227,5.45,207.36,60.23,64.07,-33.02
113360,344.38668438,3.81024148,6.28,67.91,32.17,8.75,12.29
113368,344.41269372,-29.62223615,1.17,328.95,-164.67,129.81,6.50
113371,344.41974400,39.30877675,6.17,0.28,-5.42,2.12,-15.50
113387,344.45029474,73.13350358,6.54,-25.78,-29.47,5.92,-42.90
113402,344.49764473,-59.08949986,6.70,91.08,-48.32,13.43,
113421,344.56475554,-2.39538507,6.17,-6.18,-15.71,50.36,-13.40
113433,344.59858942,-1.41020888,6.38,85.68,-6.45,9.60,-27.20
113445,344.64617352,9.35685867,6.43,397.10,-146.50,30.71,-21.30
113447,344.64586141,-35.52323126,6.15,-5.84,-111.78,13.45,22.30
113465,344.67760859,7.34007440,6.35,-29.29,-66.52,11.10,-0.70
113498,344.78752384,59.81465465,6.46,4.55,-1.37,3.03,-10.80
113501,344.79308785,52.65452968,6.31,-26.09,31.63,4.53,28.13
113503,344.79922339,11.72884358,5.76,32.00,-40.90,10.60,9.20
113505,344.80352025,52.30298334,6.98,-0.71,-8.58,1.45,-26.40
113521,344.86439619,0.96292709,5.43,90.30,-68.00,10.91,-13.80
113531,344.89863884,-13.07089513,6.12,-7.57,-1.88,3.67,12.70
113532,344.89899254,-29.46231100,5.51,-7.96,4.30,10.44,0.00
113561,345.02125312,56.94537380,5.10,-2.22,-2.60,0.73,-50.20
113562,345.02411980,-25.16418002,5.66,36.64,-78.79,4.75,-36.05
113583,345.08311753,-8.88052905,6.81,27.04,-26.64,10.32,-11.70
113593,345.10266524,-25.62684656,6.30,92.10,-41.97,8.31,-25.10
113601,345.13489854,13.46859330,6.70,19.51,-22.50,4.39,
113603,345.14330595,45.37480760,6.51,3.44,-4.52,1.76,-4.10
113610,345.15794795,0.18586574,6.22,40.90,13.10,5.57,-15.80
113621,345.17673438,31.08296443,6.60,9.10,2.70,7.38,1.50
113622,345.17875200,3.01180506,5.85,4.49,-84.29,7.32,18.62
113638,345.22004840,-52.75413700,4.11,-68.30,-12.40,29.96,-1.10
113640,345.22811984,38.70784392,6.57,-1.13,-7.84,3.12,-16.00
113657,345.28157612,-50.95002843,5.68,87.28,-0.92,6.68,7.80
113664,345.31198979,80.78179088,6.68,28.50,26.10,7.38,
113669,345.33077674,-28.85396037,5.55,57.07,-22.22,6.10,-24.70
113673,345.34601946,-22.79089133,6.27,29.13,-26.06,8.28,-10.40
113674,345.34850661,-7.06115263,6.23,-15.87,-8.06,6.59,-2.10
