HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
113684,345.37797731,57.10545766,6.24,-4.10,-6.33,3.29,-5.93
113686,345.38212585,-4.71146131,5.94,13.53,8.13,2.21,4.66
113705,345.43158804,3.53091001,6.44,31.48,-52.44,7.92,
113719,345.46439369,34.61253961,6.74,25.76,-32.22,12.14,-1.90
113725,345.47944344,-63.08549943,6.88,18.79,21.55,5.47,
113726,345.48026764,42.32597924,3.62,22.99,0.88,4.75,-14.00
113750,345.54718803,44.57285832,6.43,10.47,-18.05,8.26,-11.53
113766,345.58772279,23.34050308,6.84,18.06,8.28,3.98,2.00
113772,345.60489607,59.85268159,7.00,5.44,-2.30,2.41,-33.30
113781,345.63565244,-6.57400853,6.18,-5.78,-33.89,2.24,-8.00
113783,345.63906519,31.78159642,6.56,40.30,21.71,8.74,-19.20
113784,345.64208268,-36.42088042,6.46,39.00,-34.60,7.92,0.10
113787,345.64655649,16.23243087,6.56,-0.10,6.80,2.55,
113788,345.65158819,42.75779461,5.09,58.90,-6.30,7.74,2.10
113792,345.65747971,-18.54170318,6.78,40.80,-25.30,9.96,12.24
113793,345.66275965,63.34084559,6.85,14.26,0.17,4.14,-17.81
113797,345.68290238,55.23638294,6.51,16.52,4.31,3.84,-12.40
113801,345.68438225,-20.87071170,5.97,-57.70,-129.27,13.61,25.70
113802,345.68812236,44.05875048,6.37,2.20,-6.30,3.07,-11.30
113821,345.73662976,-47.84832401,6.64,29.10,-14.20,6.10,
113829,345.77073618,20.91857477,6.65,-117.40,-27.62,40.46,2.09
113852,345.83910427,58.56385420,6.43,47.80,-16.90,11.45,14.10
113853,345.84881432,60.44540889,6.74,7.04,-1.14,2.09,-17.00
113860,345.87423393,-34.74941192,5.12,72.80,80.70,33.99,-6.00
113864,345.88701295,67.20920976,5.25,22.25,9.80,7.89,-8.71
113872,345.90891856,-26.81329447,6.82,25.63,8.10,2.99,
113877,345.92716642,-40.81704046,6.85,45.53,-1.23,1.89,
113878,345.93434754,-30.44484727,6.78,39.55,19.31,5.70,
113881,345.94357301,28.08278909,2.44,187.30,136.00,16.64,7.99
113889,345.96922513,3.82004536,4.48,11.88,-9.75,7.99,0.00
113896,345.98863679,-4.79486122,6.68,318.80,37.20,34.03,-12.76
113902,345.99849674,-41.47889600,5.79,12.00,55.48,10.49,-15.40
113904,346.00324334,6.61633825,6.42,-27.82,8.11,11.28,4.00
113919,346.04576333,50.05209060,4.64,166.06,166.93,18.46,-34.73
113947,346.13604936,63.24067090,6.63,-1.88,34.48,6.39,-6.29
113952,346.15175017,31.30745970,6.77,84.84,-35.57,15.51,-10.90
113957,346.16511402,-53.96490515,5.37,57.77,-106.10,8.96,17.70
113963,346.19022409,15.20526442,2.49,60.40,-41.30,24.46,-2.70
113967,346.20912621,-27.13605824,6.97,-19.23,-5.11,10.62,
113969,346.21758641,-68.82022566,5.53,44.33,62.74,18.71,6.00
113975,346.23053558,56.69057808,6.81,12.85,-7.54,3.65,-19.20
113993,346.27642068,58.73241611,6.91,14.37,4.18,3.71,-20.90
113994,346.27618296,16.56283690,6.43,-185.55,-208.34,27.61,-31.30
113996,346.29078154,-7.69380135,5.44,126.20,9.50,15.57,-22.10
113998,346.30355417,-17.07925022,6.15,-42.30,-38.70,5.05,-15.40
114005,346.32346971,1.30712743,6.39,34.23,-20.61,8.53,-10.10
114010,346.34225645,-16.89842651,6.86,56.52,3.54,5.26,
114031,346.38767434,14.95905841,6.80,15.45,-8.93,9.45,12.00
114054,346.46887836,-7.93671240,6.71,11.62,-7.01,4.33,
114074,346.55108009,36.82025646,6.76,-9.08,-13.04,2.79,0.24
114078,346.56948392,75.58140635,6.81,12.79,4.99,3.09,
114081,346.57558426,18.51776541,6.16,225.23,61.78,22.96,-11.90
114092,346.61903310,61.44012568,6.75,25.46,-20.34,8.85,-22.70
114096,346.63285586,19.91085285,6.44,287.26,5.00,35.78,1.00
114104,346.65340667,59.41975995,4.84,6.94,-1.95,2.89,-9.10
114119,346.67018938,-23.74311551,4.48,58.86,-1.74,15.08,17.40
114131,346.71970652,-43.52035834,4.28,-47.19,-13.43,24.73,11.00
114132,346.72343754,-38.89229267,5.62,34.30,6.40,11.45,8.00
114139,346.74155965,-30.04814397,6.57,46.60,-3.60,15.00,0.30
114144,346.75108260,9.40949158,4.54,6.90,-12.72,9.92,-5.34
114148,346.76115106,3.05224261,6.98,33.81,14.95,7.03,-6.17
114152,346.77096746,35.63649124,6.38,56.36,10.44,5.07,-26.71
114155,346.77808067,25.46825863,4.76,0.00,-33.03,5.51,-27.55
114159,346.78933563,-49.60613491,6.33,8.62,-0.19,2.51,21.50
114162,346.79189486,52.81660071,6.12,3.59,12.34,9.18,5.73
114163,346.79355275,59.72739405,6.41,6.85,-1.68,2.39,-4.60
114167,346.81155017,-50.68668135,5.81,-37.46,-23.40,25.15,3.90
114174,346.82499998,46.06814927,6.66,-0.54,-2.55,2.19,-10.30
114183,346.85627324,20.58162622,6.73,-16.40,-33.10,6.70,-15.87
114187,346.86551793,32.82534506,6.13,-16.90,-10.90,6.12,-4.80
114189,346.86964590,21.13425059,5.97,106.50,-49.30,25.38,-12.60
114200,346.91361488,46.38723089,5.30,-15.10,-30.20,9.35,-11.58
114210,346.93910045,49.29577594,5.68,152.34,131.71,29.12,-2.60
114212,346.94894189,63.63346584,6.25,7.38,-2.60,2.44,-22.40
114222,346.97438076,75.38749619,4.41,6.00,-30.90,14.83,-17.70
114227,346.98836274,64.22253251,6.21,8.60,-4.62,3.08,-23.07
114237,347.05173687,44.56184825,6.51,28.66,2.84,5.36,1.10
114254,347.08778156,-28.82369660,5.60,-43.00,-44.70,12.13,19.30
114258,347.09933160,-79.48068866,6.11,93.20,-35.72,13.61,-7.00
114268,347.14831828,-73.58611636,6.18,22.54,-2.46,5.43,5.10
114273,347.17050600,2.12788289,5.42,143.80,106.80,12.27,-12.10
114291,347.21471806,-25.83061754,6.74,-171.51,-41.95,25.89,12.60
114327,347.31814497,65.21140571,6.67,7.05,-3.40,2.49,-10.90
114329,347.31977170,49.65061277,6.75,2.39,0.04,2.05,-14.60
114336,347.34450307,18.73592162,6.75,9.71,-16.37,3.56,36.00
114341,347.36165473,-21.17240960,3.68,55.40,30.49,12.05,21.30
114347,347.38107089,8.67716066,5.05,3.60,-1.80,4.17,11.70
114348,347.38528811,29.66963135,6.59,15.38,12.00,4.25,8.42
114365,347.43391109,59.33269206,5.68,0.05,0.91,1.87,-12.00
114366,347.43596045,-28.08857186,5.88,18.15,1.48,5.02,-13.80
114367,347.43638636,-67.87628435,6.47,-0.81,-51.61,19.04,
114371,347.45645832,-14.51055161,6.43,29.77,-6.05,9.59,16.60
114373,347.46849507,39.46920753,6.66,-3.34,-0.97,8.81,10.80
114375,347.47874826,-22.45761141,4.71,32.70,-13.00,6.47,-2.10
114377,347.48236148,67.24206511,6.66,38.72,13.31,5.54,
114378,347.48791968,14.42655080,6.54,-121.40,-85.69,40.28,-23.20
114382,347.48901320,-42.86129195,5.83,-319.00,-27.30,29.93,13.80
114389,347.50608572,9.82208227,5.39,-14.30,-4.60,4.03,8.00
114404,347.53697246,33.76781819,6.69,23.53,-35.62,4.01,-33.03
114406,347.53961752,57.44834044,6.94,6.40,-23.80,4.11,-41.06
114407,347.54056645,-40.59154707,5.90,21.48,-44.91,3.55,-7.40
114408,347.55140169,-66.85764435,6.47,236.58,35.45,15.72,-6.50
114421,347.58974022,-45.24671132,3.88,133.30,-29.30,17.80,-4.20
114428,347.61288493,-60.56439788,6.72,50.91,-24.53,10.23,
114430,347.61333692,43.54423191,5.91,-193.90,-191.30,36.17,-32.40
114445,347.66508742,-5.96027453,6.96,9.31,0.97,2.10,
114449,347.67765316,17.59437171,5.68,24.26,-28.12,6.43,2.55
114453,347.69414251,-29.52514316,6.53,-43.16,-61.50,9.07,25.40
114456,347.70865914,45.51227386,6.98,-86.46,-287.31,41.15,-30.58
114485,347.79396147,-63.18998424,7.00,68.60,-13.42,4.10,
114486,347.79494838,30.04311014,6.90,16.71,17.48,3.85,42.14
114489,347.80864322,5.00432224,6.66,3.90,-1.70,5.80,-2.90
114501,347.84816938,50.77135710,6.81,52.36,12.30,6.95,-9.50
114520,347.93412317,8.72011558,5.15,-8.20,-6.63,13.46,10.60
114526,347.95496014,26.84730825,6.19,-189.42,-111.63,14.25,-10.12
114536,347.99819902,-11.93356728,7.00,20.10,-29.90,4.80,
114550,348.05220993,-80.91269977,6.43,27.45,-10.65,4.40,10.80
114565,348.10422669,36.96779031,6.92,46.39,4.44,5.96,-4.29
114570,348.13751419,49.40620718,4.53,90.25,95.55,40.67,12.10
114600,348.24422994,-9.57047391,7.00,47.06,-12.35,4.34,
114604,348.25638042,42.06219470,6.91,-13.34,-17.10,4.85,10.00
114607,348.26660781,29.44152471,6.34,-30.59,-40.34,8.58,-0.40
114608,348.27091223,8.96344942,6.69,-10.07,1.15,3.24,7.85
114622,348.32073073,57.16835504,5.57,2074.97,295.44,152.76,-18.83
114626,348.31378254,-49.61860682,6.80,30.50,-7.10,3.91,-25.90
114641,348.36042925,11.06500132,5.85,-7.50,-4.30,9.44,16.90
114686,348.49733580,19.63389850,6.47,26.76,-5.81,5.58,-7.92
114699,348.52744398,-62.70000367,6.12,476.65,-425.39,34.07,-30.30
114708,348.53456725,-70.05819086,6.90,177.61,82.83,18.64,28.00
114714,348.55993879,50.61789110,6.32,45.31,-6.87,8.09,-13.80
114724,348.58066516,-6.04900282,4.22,37.40,-195.20,16.14,-0.05
114725,348.59048688,29.77183150,6.41,-4.40,-6.50,9.58,9.20
114742,348.65204965,24.10289805,6.36,112.85,3.84,5.68,-27.79
114745,348.65460566,74.23126834,5.89,41.61,6.51,7.20,-2.80
114750,348.66738718,-10.68871499,6.13,-6.90,-36.60,5.17,-34.70
114775,348.74425044,-41.10539698,5.77,109.39,-111.82,13.06,8.00
114809,348.84599200,25.67224363,6.81,-0.13,12.83,6.22,39.41
114810,348.84794490,-56.69188130,6.57,48.88,-30.67,10.79,-1.30
114822,348.89274024,-3.49638036,5.56,-13.07,-2.09,14.04,15.10
114831,348.90724193,70.88807986,5.55,17.44,-1.93,8.60,-5.00
114834,348.91778275,1.30825283,6.76,194.50,-46.60,22.51,-17.36
114842,348.93636314,-29.84755095,6.52,145.32,-23.62,9.91,-47.70
114844,348.94288106,28.24789790,6.51,15.33,-2.89,3.76,1.20
114855,348.97289447,-9.08773691,4.24,369.60,-16.80,21.77,-25.88
114863,348.99119882,24.77094499,6.57,95.02,0.66,22.48,6.80
114864,348.99302813,-1.42388999,6.93,27.37,-4.91,2.71,
114868,349.00300073,35.39968638,6.87,-36.75,-57.76,12.65,-4.10
114899,349.10618918,-55.52692875,6.93,66.27,13.74,16.88,
114904,349.11271350,61.96294793,6.53,0.60,-4.80,0.93,-25.80
114921,349.16579571,-44.48916572,5.92,3.71,-9.57,11.21,24.90
114924,349.17626317,53.21347563,5.58,111.86,-236.52,48.77,-27.10
114937,349.20762455,-41.19439528,6.49,-27.50,14.50,6.29,13.30
114939,349.21224791,-7.72650369,4.93,-19.27,-14.04,5.32,-13.72
114948,349.24036261,-62.00119795,5.64,175.26,-27.23,48.69,0.50
114951,349.24411950,-18.87319698,6.93,-17.30,-4.10,2.13,
114952,349.24641975,-7.16077915,6.71,134.10,44.70,24.40,
114969,349.28648893,-28.43827339,6.24,37.79,-101.52,1.33,
114971,349.29140788,3.28228889,3.70,759.73,17.78,23.64,-14.42
114981,349.31947281,45.16416699,6.44,100.79,-61.70,12.90,-39.29
114984,349.32873798,75.29902523,6.35,18.52,-2.17,5.44,-8.00
114996,349.35738890,-58.23573417,3.99,-26.50,78.40,43.37,18.40
114998,349.36820288,-16.17219791,6.72,22.58,-5.09,1.99,
115011,349.40536672,18.30476832,6.73,-58.10,-34.00,7.46,10.20
115015,349.41701297,-11.71294241,6.33,40.56,5.46,8.24,2.20
115022,349.43602907,49.01529974,4.82,34.54,7.18,5.79,-8.05
115029,349.47375559,30.45853383,6.99,-47.50,-23.12,3.45,-12.15
115033,349.47589677,-9.18251333,4.41,17.13,-11.70,8.12,-5.00
115036,349.48338028,45.48892393,6.48,24.84,-10.19,5.56,-0.30
115038,349.48578544,-13.79517286,6.59,13.50,-14.00,4.03,-8.60
115043,349.50330853,-61.00366389,6.74,51.00,-89.40,6.90,
115044,349.50607986,79.87432962,6.98,23.21,4.99,2.73,
115054,349.54118494,-40.82436098,5.54,126.46,-123.30,28.24,14.30
115062,349.58343942,-67.47117711,6.15,22.59,17.74,5.09,18.20
115065,349.59718419,41.77367574,5.98,-9.53,-11.17,7.72,-3.80
115077,349.62034567,27.60379521,6.91,-34.61,-51.13,6.17,-21.33
115078,349.62355424,-18.84157533,6.75,13.54,7.99,1.23,
115088,349.65621990,68.11144459,4.75,53.30,24.20,16.06,-18.36
115098,349.69187015,-47.43538127,6.59,20.35,-2.91,2.66,-11.40
115102,349.70600166,-32.53202671,4.41,18.10,-76.10,17.90,15.10
115113,349.72846238,-30.55284743,6.94,20.79,-36.47,6.89,
115115,349.74031934,-9.61074996,4.99,45.40,-3.80,12.47,-10.00
115120,349.76005312,45.13675064,6.51,56.72,-8.53,7.52,8.80
115121,349.76372957,-28.38784627,6.49,15.46,9.55,3.99,
115126,349.77778501,-13.45855162,5.20,267.23,-46.21,47.35,10.32
115129,349.78598222,-79.47240955,6.34,28.53,11.95,7.01,-3.20
115141,349.84905282,62.73977519,6.66,-1.19,-2.92,1.66,-25.78
115142,349.84990507,-5.12435206,5.56,201.40,-21.20,29.27,-7.17
115144,349.85044980,-18.07537644,5.96,3.14,9.38,2.34,4.70
115145,349.85203901,35.82512834,6.74,27.82,-9.86,5.07,-16.80
115148,349.86422434,34.79318346,6.32,16.74,-0.92,3.27,0.00
115152,349.87420094,48.62532218,5.44,23.15,52.28,11.40,10.08
115171,349.92314857,48.38093537,6.29,204.70,30.50,8.70,19.78
115178,349.92978002,-33.70805181,6.35,43.30,-35.90,5.50,22.90
115182,349.95027412,7.98209156,6.91,-16.87,-32.50,4.60,7.55
115187,349.95781424,57.24363004,6.89,10.60,-2.50,3.16,1.25
115191,349.96841131,42.07804427,5.81,49.10,9.80,6.78,-1.07
115197,349.99889532,-47.54014329,6.82,14.80,5.84,3.32,
115198,350.00270078,61.14984651,6.94,-1.06,1.16,1.96,-25.70
115214,350.04844644,23.09115262,6.63,0.31,-20.22,4.11,-1.80
115218,350.05991175,61.97012887,6.39,7.61,-5.42,3.08,-36.89
115220,350.06603976,-3.91914222,6.64,286.70,-111.30,20.52,-10.00
115227,350.08576289,5.38130731,5.05,78.62,-60.00,7.54,40.34
115228,350.08674816,60.27476174,6.62,-2.12,-3.29,0.15,-29.47
115245,350.14390028,62.21326403,6.41,-2.90,-1.20,1.52,-24.94
115249,350.15878608,21.18928795,6.92,-9.68,-42.45,6.03,-17.09
115250,350.15934413,23.74033698,4.58,31.00,-8.10,20.17,15.20
115257,350.17036405,-5.90797515,6.17,-102.80,-59.50,8.84,-1.90
115261,350.18374343,44.11616721,6.25,-8.94,-36.24,13.29,-1.80
115271,350.20648672,30.41492110,5.58,77.67,-68.41,7.77,-21.47
115272,350.20907979,-50.30655888,6.04,47.90,-78.70,11.60,-18.00
115280,350.22193691,38.18232620,5.77,129.00,-61.14,23.83,-10.50
115284,350.23314288,-18.54343924,6.99,-20.60,-20.60,6.02,
115288,350.24007913,17.25261682,6.67,82.90,28.30,15.11,-19.00
115312,350.31457565,-26.98676884,5.65,-19.33,-11.51,9.87,16.40
115316,350.33975621,-4.67276747,6.79,-21.64,-29.63,10.18,
115355,350.47888787,31.81246462,5.35,8.40,-7.10,3.93,0.70
115360,350.49271501,26.60890151,6.59,-93.20,-75.50,14.30,5.60
115366,350.52086732,28.69480657,6.74,102.59,-78.88,12.58,-25.40
115389,350.61907963,25.91848334,6.38,2.48,-11.44,2.14,25.02
115395,350.63555299,60.13348533,5.56,6.86,-1.32,1.90,-10.27
115404,350.66322094,-15.03933761,5.19,103.00,13.20,15.30,-14.00
115407,350.66880092,20.82871627,6.28,19.07,-12.32,5.71,-9.80
115417,350.70280321,20.55894601,6.62,312.50,-11.90,26.75,-26.10
115433,350.73656423,-60.05584286,6.08,82.06,-4.58,3.84,-27.00
115438,350.74261152,-20.10058008,3.96,-121.28,-97.59,19.96,-6.10
115444,350.76903540,12.31391022,5.09,23.60,-13.60,8.40,-3.90
115462,350.84193692,-55.55340216,6.57,-21.13,-11.53,5.01,
115476,350.88311152,0.29132502,6.33,70.80,11.80,4.84,8.60
115484,350.91008933,54.03096709,6.84,14.47,2.25,2.39,
115495,350.93882824,-8.46011346,6.69,19.10,-2.80,5.55,-8.50
115496,350.93926462,-43.12442945,6.12,18.85,11.78,3.32,1.30
115500,350.94808416,32.53130420,6.70,235.51,36.31,14.61,11.90
115503,350.96511585,65.34335253,6.97,50.50,-21.46,10.97,-28.80
115510,350.97717135,-53.80874001,6.13,76.20,-36.30,8.43,16.30
115522,351.01658532,-21.77441137,6.46,-67.40,-78.80,15.99,23.60
115528,351.03274970,-18.68800642,6.18,162.83,48.56,10.38,-18.60
115529,351.03296736,57.53550912,6.79,5.71,-1.58,3.34,-3.70
115530,351.03695066,41.61287361,6.37,-11.00,-0.40,3.41,-14.75
115537,351.05525267,-51.89117428,5.75,24.60,-37.11,5.54,-5.70
115544,351.06861093,3.71551289,6.62,-5.70,-28.30,4.47,-13.50
115547,351.07843424,-72.16519621,6.88,-16.33,-45.02,23.86,19.80
115549,351.07935855,23.75991195,6.97,-83.09,-13.45,5.08,0.21
115550,351.08633036,86.41778805,6.61,-22.70,16.00,7.80,-12.00
115567,351.14545574,41.11290550,6.72,2.58,-3.30,2.03,-8.00
115569,351.14970738,63.85340513,6.75,-24.36,-57.57,6.62,-13.25
115590,351.20942663,62.28280657,4.96,12.60,-13.20,4.15,-38.98
115591,351.21180130,32.38488166,5.56,16.35,2.77,6.89,14.70
115620,351.33110675,-56.84898545,5.60,84.55,-20.69,11.23,-19.30
115623,351.34493397,23.40410107,4.42,192.24,36.10,19.14,-14.60
115643,351.40042119,52.97946791,6.76,-6.52,-13.10,1.38,0.05
115645,351.41156165,68.95603140,6.81,-27.27,-3.41,4.99,-44.44
115646,351.41440543,24.95373242,6.97,19.30,-16.90,6.13,-18.00
115669,351.51160877,-20.64201427,4.38,-50.64,-64.19,11.51,15.80
115678,351.54927749,70.68548023,6.66,27.40,26.10,9.63,-15.00
115681,351.55134404,-27.42459260,6.58,94.01,15.38,6.18,
115691,351.58728202,61.08684924,6.60,-1.74,-1.58,0.34,-1.00
115696,351.61384014,40.38654360,6.81,-19.30,-167.70,11.07,6.67
115709,351.64781054,-21.74083609,6.43,55.20,-2.60,8.55,11.10
115713,351.65240096,-52.72160286,5.53,34.44,130.51,32.50,22.00
115724,351.68185711,2.47837251,6.72,-7.11,17.25,6.80,2.59
115738,351.73314692,1.25560806,4.95,86.10,-94.90,21.25,-4.40
115742,351.73775050,-15.24772408,6.91,23.70,-7.80,8.57,
115746,351.75364161,87.30750398,5.56,75.90,17.40,9.79,-10.90
115755,351.78083509,42.91201008,5.75,87.13,16.60,10.87,-8.10
115756,351.78095552,-66.58088591,6.47,-30.20,-11.20,3.35,11.80
115759,351.78795045,-50.15724408,6.22,29.89,8.99,7.13,-0.80
115760,351.78987984,-62.73712638,6.84,1.95,0.15,3.00,
115768,351.81163501,1.12260947,6.26,48.60,-33.50,8.85,-8.30
115769,351.81246876,-58.47611022,5.63,52.46,69.60,10.38,-11.30
115770,351.81928389,70.35978246,5.60,122.02,-4.36,15.30,3.00
115772,351.82173150,65.62087376,6.84,-2.56,-72.77,8.19,-44.67
115806,351.91827729,25.16728105,5.99,27.41,-36.44,9.04,-18.40
115827,351.98527600,-15.29921841,6.73,15.48,-10.21,3.98,
115830,351.99206304,6.37899212,4.27,-123.60,-43.28,21.96,6.05
115833,352.00287522,-35.54448482,6.34,6.00,1.97,5.79,12.70
115836,352.01576252,-87.48221392,5.50,16.72,11.57,6.71,31.00
115839,352.02164776,-11.44975239,6.37,99.70,-21.60,7.97,-81.26
115856,352.09808089,19.88558102,6.67,-18.88,-11.01,9.20,-14.00
115858,352.10511841,-25.42054285,6.90,-28.42,-18.25,8.89,
115892,352.19456580,-5.38942127,6.99,-6.76,-17.26,3.26,
115899,352.21680492,53.66682378,6.94,57.03,9.25,5.39,-27.98
115902,352.24010625,75.22542411,6.65,-17.08,-3.04,4.23,-16.80
115906,352.25276610,-9.26610405,6.20,-44.14,-25.53,3.48,7.60
115907,352.25344182,-44.49806825,6.43,38.13,-13.45,6.20,-19.50
115908,352.25408607,-63.11065587,5.66,39.30,-13.30,8.44,15.30
115915,352.27365677,23.04808355,6.45,-34.39,-85.49,7.35,21.70
115919,352.28873314,12.76055363,4.54,61.98,25.01,18.65,-14.10
115930,352.32052642,-54.50141172,6.53,9.15,11.09,5.18,
115942,352.35764363,-52.67857728,6.80,43.35,-4.43,6.23,
115944,352.36227714,46.46491586,6.88,14.65,-12.32,4.56,-13.90
115945,352.36244596,-1.79121290,6.35,-14.29,-21.62,3.58,12.00
115951,352.37632315,-1.03590012,6.88,-13.20,-30.80,26.17,-15.11
115953,352.38367205,-4.53274709,6.26,180.61,-232.00,21.14,-25.00
115990,352.50808479,58.54892004,4.89,17.90,4.15,5.25,-13.40
115996,352.53089266,49.13314479,6.19,28.95,2.78,3.61,-8.41
116025,352.64228579,-41.98880048,6.78,-62.56,-81.65,6.85,
116030,352.66483906,38.66225356,6.07,30.93,16.60,4.79,-9.70
116060,352.75475551,-6.28808158,6.39,-9.73,-29.64,2.17,13.30
116076,352.82255801,39.23619816,5.22,286.76,-84.21,12.63,-59.99
116085,352.84253657,59.16551688,6.76,1105.37,113.36,59.06,-25.21
116097,352.86232903,-44.84357901,6.02,45.94,-20.62,9.53,8.00
116102,352.87554957,28.66617485,6.53,20.50,-11.63,8.63,-4.30
116106,352.88126241,-4.08740554,6.50,178.00,-191.90,38.29,-12.86
116118,352.92517184,-21.36945756,6.24,2.90,-4.60,13.13,-8.00
116119,352.92929024,28.40348878,6.41,-29.96,-14.42,7.75,-6.50
116127,352.95944740,44.07287474,6.78,-21.09,19.82,2.83,6.00
116131,352.96523730,-41.75238522,6.57,-2.20,9.60,4.97,
116141,352.98328965,-25.74414047,6.57,-1.74,20.25,7.44,
116146,352.98986000,-1.08588504,6.39,8.50,15.80,4.84,-22.50
116161,353.04819374,65.73915694,6.65,60.39,7.47,7.35,14.00
116163,353.05281044,-11.54455428,6.64,3.55,-13.07,2.35,
116164,353.05290993,7.08488697,6.80,-21.90,-52.80,13.04,-7.70
116181,353.10327479,34.95234300,6.66,15.90,-10.70,4.79,12.00
116183,353.10787985,-10.99875686,6.78,3.60,4.46,3.12,
116187,353.12095837,23.84360940,6.41,-1.85,-26.47,5.07,-13.66
116188,353.12194864,72.00093887,6.73,-15.39,-16.89,4.87,
116196,353.14580912,53.68637359,6.83,4.15,-4.43,3.30,-19.00
116204,353.16926404,-45.12143981,6.90,25.83,8.71,7.05,
116228,353.23534148,46.12368139,6.61,48.68,-1.64,3.82,-24.32
116231,353.24274717,-37.81826761,4.38,89.80,33.20,18.74,0.40
116247,353.31926464,-20.91450406,4.70,-3.41,8.46,11.11,15.00
116250,353.33161416,-77.38532738,5.82,15.98,1.41,31.81,26.10
116264,353.36705724,22.49877472,5.33,9.10,-16.90,6.27,1.62
116265,353.36716718,24.34243652,6.91,64.41,10.37,7.55,-25.00
116266,353.36935354,-4.40128724,6.92,40.86,-14.55,11.17,-23.40
116277,353.39498504,17.81883005,6.81,256.38,24.13,20.75,-7.10
116292,353.42912982,45.05810003,6.25,-0.41,11.46,5.44,8.40
116297,353.45512230,46.68099300,6.81,12.41,-44.04,6.37,0.51
116307,353.48121373,20.84093363,6.10,-12.36,-16.62,3.60,4.11
116310,353.48828170,31.32527712,4.97,48.60,-17.20,5.94,-24.71
116312,353.49255111,43.90423636,6.93,33.04,9.58,3.69,-14.00
116323,353.53757180,-1.24756716,5.91,108.17,-12.92,15.40,-2.80
116338,353.60487287,5.47054632,6.90,114.96,1.14,12.66,6.90
116354,353.65640507,40.23644119,5.55,-17.71,-46.67,12.45,13.10
116355,353.65918103,33.49732855,5.63,-4.83,21.09,11.24,-4.12
116365,353.69475995,38.02399984,6.18,10.40,10.60,4.30,-13.74
116368,353.70566996,-15.24600541,5.95,49.19,-87.93,8.78,-36.80
116370,353.70991292,-42.68429520,6.65,44.41,-1.39,14.00,17.40
116380,353.74600097,71.64204313,5.86,6.08,-1.85,1.55,-5.20
116383,353.74824564,24.42582527,6.67,-51.49,-19.59,8.35,-2.99
116387,353.75887136,-56.82534899,6.73,-41.07,-12.84,10.44,
116389,353.76901673,-42.61507485,4.69,43.30,4.90,13.11,19.40
116396,353.79537841,12.66200546,6.95,-11.41,-48.58,4.33,
116417,353.86174903,8.51970783,6.68,-7.76,-12.75,2.98,-31.44
116418,353.86324315,52.29103328,6.90,92.95,20.88,6.61,-2.20
116421,353.87039291,31.01717394,6.86,542.40,256.40,30.34,-112.25
116422,353.86907564,1.31314174,6.47,-47.72,-24.20,11.62,4.95
116427,353.88018907,32.19786804,6.53,35.23,2.71,7.48,38.57
116428,353.88363404,-7.46443108,6.40,-0.05,16.93,6.93,4.70
116436,353.91688380,-27.49048773,6.66,94.10,-154.80,25.97,4.20
116440,353.92743965,51.26395845,6.87,-18.29,14.22,2.99,-23.65
116465,353.98309229,24.56101213,6.44,1.60,10.23,3.59,7.96
116482,354.04017803,-26.87631400,6.57,-24.16,1.79,15.17,12.40
116495,354.09702465,2.10222234,5.68,-104.20,61.80,32.28,49.10
116505,354.12713500,32.90421461,6.35,-5.48,7.08,13.88,3.60
116510,354.14181894,-44.89283377,6.92,93.12,-23.89,12.76,-13.30
116539,354.27241987,-31.87113640,6.51,52.50,0.10,3.28,-22.60
116582,354.38351483,44.42899400,5.81,14.00,-12.70,4.04,-22.90
116584,354.39101047,46.45815183,3.81,159.10,-421.60,37.87,6.84
116591,354.41483272,-13.06024332,5.66,34.50,26.95,12.21,-12.60
